geoid,block_vtda,total
350430107132004,35043000046,92
350430107132005,35043000046,27
350430107132006,35043000046,31
350430107132007,35043000046,31
350430107132008,35043000046,47
350430107132009,35043000046,53
350430107132010,35043000046,72
350430107132011,35043000046,26
350430107132012,35043000046,31
350430107132013,35043000046,65
350430107132014,35043000046,58
350430107132015,35043000046,50
350430107132016,35043000046,48
350430107132017,35043000046,36
350430107132018,35043000046,38
350430107132019,35043000046,41
350430107132020,35043000046,52
350430107132021,35043000046,29
350430107132022,35043000046,20
350430107132023,35043000046,46
350430107133000,35043000045,14
350430107133001,35043000045,70
350430107133002,35043000045,99
350430107133003,35043000045,63
350430107133004,35043000045,55
350430107133005,35043000108,73
350430107133006,35043000108,23
350430107133007,35043000046,85
350430107133008,35043000046,55
350430107133009,35043000108,109
350430107133010,35043000046,59
350430107133011,35043000046,68
350430107133012,35043000046,49
350430107133013,35043000046,27
350430107133014,35043000046,52
350430107133015,35043000046,43
350430107133016,35043000046,43
350430107134000,35043000045,14
350430107134001,35043000045,36
350430107134002,35043000045,75
350430107134003,35043000045,29
350430107134004,35043000045,36
350430107134005,35043000045,37
350430107134006,35043000045,82
350430107134007,35043000045,95
350430107134008,35043000045,133
350430107134009,35043000045,78
350430107134010,35043000108,153
350430107134011,35043000108,92
350430107134012,35043000108,62
350430107134013,35043000108,51
350430107134014,35043000108,85
350430107134015,35043000108,56
350430107134016,35043000108,57
350430107134017,35043000108,75
350430107134018,35043000108,32
350430107134019,35043000108,35
350430107134020,35043000108,44
350430107134021,35043000108,11
350430107141000,35043000060,146
350430107141001,35043000060,30
350430107141002,35043000060,43
350430107141003,35043000060,45
350430107141004,35043000060,0
350430107141005,35043000060,0
350430107141006,35043000060,0
350430107141007,35043000060,0
350430107141008,35043000062,39
350430107141009,35043000062,32
350430107141010,35043000062,29
350430107141011,35043000062,30
350430107141012,35043000062,49
350430107141013,35043000062,35
350430107141014,35043000117,45
350430107141015,35043000062,61
350430107141016,35043000062,523
350430107141017,35043000062,17
350430107141018,35043000062,171
350430107141019,35043000083,137
350430107141020,35043000083,67
350430107141021,35043000062,52
350430107141022,35043000117,28
350430107141023,35043000117,56
350430107141024,35043000117,81
350430107141025,35043000117,54
350430107141026,35043000117,0
350430107141027,35043000117,89
350430107141028,35043000117,28
350430107141029,35043000117,109
350430107141030,35043000117,62
350430107141031,35043000136,0
350430107142000,35043000060,573
350430107142001,35043000060,112
350430107142002,35043000060,68
350430107142003,35043000060,0
350430107142004,35043000060,22
350430107142005,35043000060,68
350430107142006,35043000060,106
350430107142007,35043000060,73
350430107142008,35043000060,67
350430107142009,35043000060,51
350430107142010,35043000060,0
350430107142011,35043000083,226
350430107142012,35043000083,72
350430107142013,35043000083,0
350430107142014,35043000136,615
350430107142015,35043000136,41
350430107142016,35043000136,54
350430107142017,35043000136,129
350430107142018,35043000083,38
350430107142019,35043000083,39
350430107142020,35043000136,21
350430107142021,35043000083,177
350430107142022,35043000136,40
350430107142023,35043000083,73
350430107142024,35043000136,18
350430107142025,35043000060,44
350430107142026,35043000060,0
350430107142027,35043000083,38
350430107142028,35043000083,0
350430107142029,35043000083,0
350430107142030,35043000060,0
350430107142031,35043000060,0
350430107142032,35043000060,0
350430107151000,35043000034,181
350430107151001,35043000034,126
350430107151002,35043000034,120
350430107151003,35043000034,64
350430107151004,35043000034,327
350430107151005,35043000034,0
350430107151006,35043000034,126
350430107151007,35043000034,52
350430107151008,35043000034,45
350430107151009,35043000034,47
350430107151010,35043000034,17
350430107151011,35043000034,0
350430107151012,35043000034,0
350430107152000,35043000081,959
350430107152001,35043000081,24
350430107152002,35043000081,54
350430107152003,35043000081,41
350430107152004,35043000081,91
350430107152005,35043000081,59
350430107152006,35043000081,29
350430107152007,35043000081,28
350430107152008,35043000081,53
350430107152009,35043000081,36
350430107152010,35043000081,61
350430107152011,35043000081,25
350430107153000,35043000041,0
350430107153001,35043000041,33
350430107153002,35043000041,25
350430107153003,35043000048,52
350430107153004,35043000048,16
350430107153005,35043000048,41
350430107153006,35043000048,44
350430107153007,35043000048,61
350430107153008,35043000048,22
350430107153009,35043000048,42
350430107153010,35043000048,50
350430107153011,35043000048,55
350430107153012,35043000048,31
350430107153013,35043000048,50
350430107153014,35043000048,126
350430107153015,35043000048,39
350430107153016,35043000048,33
350430107153017,35043000048,44
350430107153018,35043000048,28
350430107153019,35043000048,54
350430107153020,35043000048,100
350430107153021,35043000048,59
350430107153022,35043000048,63
350430107153023,35043000048,69
350430107153024,35043000048,30
350430107153025,35043000048,55
350430107153026,35043000048,41
350430107191000,35043000033,0
350430107191001,35043000033,190
350430107191002,35043000032,115
350430107191003,35043000032,29
350430107191004,35043000032,35
350430107191005,35043000032,17
350430107191006,35043000032,44
350430107191007,35043000032,6
350430107191008,35043000032,20
350430107191009,35043000032,19
350430107191010,35043000032,21
350430107191011,35043000032,30
350430107191012,35043000032,14
350430107191013,35043000032,27
350430107191014,35043000032,37
350430107191015,35043000032,24
350430107191016,35043000032,30
350430107191017,35043000032,14
350430107191018,35043000032,20
350430107191019,35043000032,43
350430107191020,35043000032,41
350430107191021,35043000032,31
350430107191022,35043000032,37
350430107191023,35043000032,34
350430107191024,35043000032,40
350430107191025,35043000032,18
350430107191026,35043000032,20
350430107191027,35043000032,26
350430107191028,35043000032,29
350430107192000,35043000031,17
350430107192001,35043000072,0
350430107192002,35043000072,0
350430107192003,35043000031,68
350430107192004,35043000031,120
350430107192005,35043000031,116
350430107192006,35043000031,123
350430107192007,35043000031,146
350430107192008,35043000031,129
350430107192009,35043000097,105
350430107192010,35043000097,82
350430107192011,35043000097,48
350430107192012,35043000097,56
350430107192013,35043000031,35
350430107192014,35043000031,27
350430107192015,35043000031,73
350430107192016,35043000031,44
350430107192017,35043000031,42
350430107193000,35043000033,0
350430107193001,35043000097,104
350430107193002,35043000097,47
350430107193003,35043000097,0
350430107193004,35043000033,11
350430107193005,35043000096,39
350430107193006,35043000096,42
350430107193007,35043000097,89
350430107193008,35043000097,123
350430107193009,35043000097,109
350430107193010,35043000097,95
350430107193011,35043000097,111
350430107193012,35043000097,87
350430107193013,35043000096,192
350430107193014,35043000096,180
350430107193015,35043000096,53
350430107193016,35043000096,21
350430107193017,35043000096,54
350430107193018,35043000096,41
350430107193019,35043000096,164
350430107193020,35043000096,145
350430107193021,35043000096,41
350430107193022,35043000096,52
350430107193023,35043000033,0
350430107211000,35043000124,120
350430107211001,35043000124,29
350430107211002,35043000124,32
350430107211003,35043000124,28
350430107211004,35043000124,67
350430107211005,35043000124,28
350430107211006,35043000124,46
350430107211007,35043000124,87
350430107211008,35043000124,23
350430107211009,35043000124,9
350430107211010,35043000124,83
350430107211011,35043000067,262
350430107211012,35043000067,41
350430107211013,35043000067,25
350430107211014,35043000067,42
350430107211015,35043000067,43
350430107211016,35043000067,48
350430107211017,35043000067,82
350430107211018,35043000067,64
350430107211019,35043000067,33
350430107211020,35043000067,48
350430107211021,35043000067,65
350430107211022,35043000067,56
350430107211023,35043000067,34
350430107211024,35043000067,44
350430107211025,35043000067,38
350430107211026,35043000124,38
350430107211027,35043000067,59
350430107211028,35043000067,93
350430107211029,35043000067,66
350430107211030,35043000067,103
350430107211031,35043000067,37
350430107211032,35043000067,25
350430107211033,35043000067,26
350430107211034,35043000067,22
350430107211035,35043000067,46
350430107211036,35043000067,127
350430107211037,35043000067,50
350430107211038,35043000124,43
350430107211039,35043000067,31
350430107211040,35043000067,29
350430107211041,35043000067,16
350430107211042,35043000124,24
350430107212000,35043000071,159
350430107212001,35043000071,75
350430107212002,35043000071,74
350430107212003,35043000071,18
350430107212004,35043000071,63
350430107212005,35043000071,36
350430107212006,35043000071,14
350430107212007,35043000071,0
350430107212008,35043000071,0
350430107212009,35043000071,0
350430107212010,35043000071,0
350430107212011,35043000071,0
350430107212012,35043000071,0
350430107212013,35043000071,0
350430107212014,35043000071,0
350430107212015,35043000071,0
350430107212016,35043000071,0
350430107212017,35043000071,0
350430107212018,35043000071,0
350430107212019,35043000071,120
350430107212020,35043000071,35
350430107212021,35043000124,0
350430107212022,35043000071,14
350430107212023,35043000071,0
350430107212024,35043000124,0
350430107212025,35043000071,71
350430107212026,35043000071,0
350430107212027,35043000071,11
350430107212028,35043000071,0
350430107212029,35043000071,59
350430107212030,35043000071,70
350430107212031,35043000071,55
350430107212032,35043000071,73
350430107212033,35043000071,44
350430107212034,35043000071,27
350430107212035,35043000071,67
350430107212036,35043000071,68
350430107212037,35043000071,27
350430107212038,35043000071,30
350430107212039,35043000124,88
350430107212040,35043000124,0
350430107212041,35043000124,0
350430107212042,35043000124,43
350430107212043,35043000124,105
350430107212044,35043000124,56
350430107212045,35043000124,0
350430107212046,35043000124,0
350430107212047,35043000124,0
350430107212048,35043000124,0
350430107212049,35043000071,27
350430107212050,35043000124,54
350430107212051,35043000124,0
350430107212052,35043000071,46
350430107212053,35043000071,12
350430107212054,35043000071,98
350430107212055,35043000071,42
350430107212056,35043000071,73
350430107212057,35043000071,246
350430107212058,35043000071,29
350430107212059,35043000071,41
350430107212060,35043000071,50
350430107212061,35043000071,40
350430107212062,35043000071,0
350430107212063,35043000071,34
350430107212064,35043000124,49
350430107212065,35043000124,61
350430107212066,35043000124,73
350430107212067,35043000124,84
350430107212068,35043000124,32
350430107212069,35043000124,0
350430107221000,35043000134,29
350430107221001,35043000134,61
350430107221002,35043000134,65
350430107221003,35043000134,36
350430107221004,35043000134,34
350430107221005,35043000110,39
350430107221006,35043000110,79
350430107221007,35043000109,11
350430107221008,35043000109,67
350430107221009,35043000110,0
350430107221010,35043000110,116
350430107221011,35043000110,135
350430107221012,35043000110,120
350430107221013,35043000110,123
350430107221014,35043000110,128
350430107221015,35043000110,115
350430107221016,35043000110,147
350430107221017,35043000134,67
350430107221018,35043000134,87
350430107221019,35043000134,49
350430107221020,35043000134,50
350430107221021,35043000110,73
350430107221022,35043000110,147
350430107221023,35043000110,0
350430107221024,35043000110,0
350430107221025,35043000110,0
350430107221026,35043000110,14
350430107221027,35043000110,0
350430107221028,35043000110,0
350430107221029,35043000110,0
350430107221030,35043000110,0
350430107221031,35043000110,0
350430107221032,35043000110,0
350430107221033,35043000109,0
350430107221034,35043000109,43
350430107221035,35043000109,65
350430107221036,35043000109,166
350430107221037,35043000109,98
350430107221038,35043000109,42
350430107221039,35043000109,89
350430107221040,35043000109,11
350430107221041,35043000134,30
350430107221042,35043000134,28
350430107221043,35043000134,39
350430107221044,35043000134,14
350430107221045,35043000134,10
350430107221046,35043000134,12
350430107221047,35043000134,6
350430107222000,35043000047,0
350430107222001,35043000047,11
350430107222002,35043000047,58
350430107222003,35043000047,25
350430107222004,35043000047,14
350430107222005,35043000047,13
350430107222006,35043000047,11
350430107222007,35043000047,0
350430107222008,35043000047,0
350430107222009,35043000047,0
350430107222010,35043000047,0
350430107222011,35043000047,0
350430107222012,35043000047,0
350430107222013,35043000047,0
350430107222014,35043000047,0
350430107222015,35043000047,0
350430107222016,35043000047,0
350430107222017,35043000047,0
350430107222018,35043000047,0
350430107222019,35043000047,0
350430107222020,35043000047,0
350430107222021,35043000047,0
350430107222022,35043000047,0
350430107222023,35043000047,0
350430107222024,35043000047,0
350430107222025,35043000047,0
350430107222026,35043000047,17
350430107222027,35043000047,11
350430107222028,35043000047,51
350430107222029,35043000134,17
350430107222030,35043000047,101
350430107222031,35043000047,106
350430107222032,35043000047,33
350430107222033,35043000047,68
350430107222034,35043000134,17
350430107222035,35043000134,0
350430107222036,35043000134,26
350430107222037,35043000047,9
350430107222038,35043000047,51
350430107222039,35043000134,28
350430107222040,35043000134,16
350430107222041,35043000134,128
350430107222042,35043000134,76
350430107222043,35043000134,156
350430107222044,35043000134,69
350430107222045,35043000134,47
350430107222046,35043000134,188
350430107222047,35043000134,28
350430107222048,35043000134,144
350430107222049,35043000047,19
350430107222050,35043000047,0
350430107222051,35043000047,0
350430107222052,35043000047,57
350430107222053,35043000047,39
350430107222054,35043000047,15
350430107222055,35043000047,12
350430107222056,35043000109,157
350430107222057,35043000109,29
350430107222058,35043000109,113
350430107222059,35043000109,56
350430107222060,35043000109,122
350430107222061,35043000109,52
350430107222062,35043000109,23
350430107222063,35043000109,156
350430107222064,35043000109,10
350430107222065,35043000109,0
350430107222066,35043000109,58
350430107222067,35043000109,71
350430107222068,35043000109,12
350430107222069,35043000109,12
350430107222070,35043000109,11
350430107222071,35043000109,0
350430107222072,35043000047,0
350430107222073,35043000109,0
350430107222074,35043000109,0
350430107222075,35043000109,0
350430107222076,35043000109,0
350430107222077,35043000109,0
350430107222078,35043000109,0
350430107222079,35043000109,0
350430107222080,35043000109,0
350430107222081,35043000109,0
350430107222082,35043000109,0
350430107222083,35043000109,0
350430107222084,35043000109,7
350430107222085,35043000109,0
350430107222086,35043000109,0
350430107222087,35043000109,0
350430107222088,35043000109,0
350430107222089,35043000109,0
350430107222090,35043000109,38
350430107222091,35043000109,41
350430107223000,35043000047,0
350430107223001,35043000047,20
350430107223002,35043000047,3
350430107223003,35043000047,0
350430107223004,35043000047,0
350430107223005,35043000047,0
350430107223006,35043000047,0
350430107223007,35043000047,0
350430107223008,35043000047,0
350430107223009,35043000047,0
350430107223010,35043000047,0
350430107223011,35043000047,0
350430107223012,35043000047,0
350430107223013,35043000047,0
350430107223014,35043000047,0
350430107223015,35043000047,0
350430107223016,35043000047,0
350430107223017,35043000047,0
350430107223018,35043000047,0
350430107223019,35043000047,8
350430107223020,35043000047,12
350430107223021,35043000047,0
350430107223022,35043000047,0
350430107223023,35043000047,0
350430107223024,35043000047,0
350430107223025,35043000047,0
350430107223026,35043000047,0
350430107223027,35043000047,0
350430107223028,35043000047,0
350430107223029,35043000047,0
350430107223030,35043000047,7
350430107223031,35043000047,0
350430107223032,35043000047,5
350430107223033,35043000047,0
350430107223034,35043000047,0
350430107223035,35043000047,0
350430107223036,35043000047,0
350430107223037,35043000047,0
350430107223038,35043000047,0
350430107223039,35043000047,0
350430107223040,35043000047,0
350430107223041,35043000047,0
350430107223042,35043000047,0
350430107223043,35043000047,0
350430107223044,35043000047,0
350430107223045,35043000047,0
350430107223046,35043000047,0
350430107223047,35043000047,0
350430107223048,35043000047,0
350430107223049,35043000047,0
350430107223050,35043000047,0
350430107223051,35043000047,0
350430107223052,35043000047,0
350430107223053,35043000047,0
350430107223054,35043000047,0
350430107223055,35043000047,0
350430107223056,35043000047,0
350430107223057,35043000047,0
350430107223058,35043000047,0
350430107223059,35043000047,3
350430107223060,35043000047,0
350430107223061,35043000047,0
350430107223062,35043000047,0
350430107223063,35043000047,0
350430107223064,35043000047,0
350430107223065,35043000047,0
350430107223066,35043000047,0
350430107223067,35043000047,0
350430107223068,35043000047,0
350430107223069,35043000047,0
350430107223070,35043000047,0
350430107223071,35043000047,0
350430107223072,35043000047,0
350430107223073,35043000047,0
350430107223074,35043000047,0
350430107223075,35043000047,0
350430107223076,35043000047,0
350430107223077,35043000047,0
350430107223078,35043000047,0
350430107223079,35043000047,0
350430107223080,35043000047,0
350430107223081,35043000047,0
350430107223082,35043000047,0
350430107223083,35043000047,0
350430107223084,35043000047,0
350430107223085,35043000047,0
350430107223086,35043000047,0
350430107223087,35043000047,0
350430107223088,35043000047,0
350430107223089,35043000047,10
350430107223090,35043000047,0
350430107223091,35043000047,0
350430107223092,35043000047,0
350430107223093,35043000047,0
350430107223094,35043000047,0
350430107223095,35043000047,0
350430107223096,35043000047,0
350430107223097,35043000047,0
350430107223098,35043000047,0
350430107223099,35043000047,0
350430107223100,35043000047,0
350430107223101,35043000047,0
350430107223102,35043000047,0
350430107223103,35043000047,0
350430107223104,35043000047,4
350430107223105,35043000047,0
350430107223106,35043000047,10
350430107223107,35043000047,0
350430107223108,35043000047,31
350430107223109,35043000047,0
350430107223110,35043000047,9
350430107223111,35043000047,5
350430107223112,35043000047,22
350430107223113,35043000047,0
350430107223114,35043000047,9
350430107223115,35043000047,0
350430107223116,35043000047,27
350430107223117,35043000047,0
350430107223118,35043000047,0
350430107223119,35043000047,0
350430107223120,35043000047,0
350430107223121,35043000047,0
350430107223122,35043000047,0
350430107223123,35043000047,0
350430107223124,35043000047,20
350430107223125,35043000047,0
350430107223126,35043000047,0
350430107223127,35043000047,0
350430107223128,35043000047,0
350430107223129,35043000047,0
350430107223130,35043000047,0
350430107223131,35043000047,0
350430107223132,35043000047,0
350430107223133,35043000047,0
350430107223134,35043000047,0
350430107223135,35043000047,0
350430107223136,35043000047,0
350430107223137,35043000047,0
350430107223138,35043000047,0
350430107223139,35043000047,0
350430107223140,35043000047,0
350430107223141,35043000047,0
350430107223142,35043000047,0
350430107223143,35043000047,0
350430107223144,35043000047,0
350430107223145,35043000047,0
350430107223146,35043000047,0
350430107223147,35043000047,0
350430107223148,35043000047,0
350430107223149,35043000047,0
350430107223150,35043000047,0
350430107223151,35043000047,0
350430107223152,35043000047,0
350430107223153,35043000047,10
350430107223154,35043000047,0
350430107223155,35043000047,8
350430107223156,35043000047,0
350430107223157,35043000047,0
350430107223158,35043000047,0
350430107223159,35043000047,0
350430107223160,35043000047,0
350430107223161,35043000047,0
350430107223162,35043000047,0
350430107223163,35043000047,0
350430107223164,35043000047,0
350430107223165,35043000047,0
350430107223166,35043000047,0
350430107223167,35043000047,0
350430107223168,35043000047,0
350430107223169,35043000047,0
350430107223170,35043000047,0
350430107223171,35043000047,0
350430107223172,35043000047,20
350430107223173,35043000047,0
350430107223174,35043000047,0
350430107223175,35043000047,0
350430107223176,35043000047,0
350430107223177,35043000047,0
350430107223178,35043000047,2
350430107223179,35043000047,0
350430107223180,35043000047,6
350430107223181,35043000047,52
350430107223182,35043000047,22
350430107223183,35043000047,114
350430107223184,35043000047,72
350430107223185,35043000047,1
350430107223186,35043000047,16
350430107223187,35043000047,24
350430107223188,35043000047,9
350430107223189,35043000047,27
350430107223190,35043000047,7
350430107223191,35043000047,32
350430107223192,35043000047,22
350430107223193,35043000047,24
350430107223194,35043000047,17
350430107223195,35043000047,10
350430107223196,35043000047,12
350430107223197,35043000047,0
350430107223198,35043000047,0
350430107223199,35043000047,0
350430107223200,35043000047,0
350430107223201,35043000047,0
350430107223202,35043000047,0
350430107223203,35043000047,14
350430107223204,35043000047,11
350430107223205,35043000047,12
350430107223206,35043000047,1
350430107223207,35043000047,0
350430107223208,35043000047,0
350430107223209,35043000047,7
350430107223210,35043000047,11
350430107223211,35043000047,0
350430107223212,35043000047,0
350430107223213,35043000047,0
350430107223214,35043000047,0
350430107223215,35043000047,0
350430107223216,35043000047,0
350430107223217,35043000047,12
350430107223218,35043000047,0
350430107223219,35043000047,0
350430107223220,35043000047,0
350430107223221,35043000070,12
350430107223222,35043000070,0
350430107223223,35043000070,0
350430107223224,35043000070,0
350430107223225,35043000070,0
350430107223226,35043000070,0
350430107223227,35043000070,0
350430107223228,35043000047,0
350430107223229,35043000047,0
350430107223230,35043000047,2
350430107223231,35043000047,0
350430107223232,35043000047,4
350430107223233,35043000047,0
350430107223234,35043000047,0
350430107223235,35043000047,9
350430107223236,35043000047,14
350430107223237,35043000047,0
350430107223238,35043000047,0
350430107223239,35043000047,0
350430107223240,35043000047,0
350430107223241,35043000047,0
350430107223242,35043000070,0
350430107223243,35043000070,0
350430107223244,35043000070,0
350430107223245,35043000070,0
350430107223246,35043000070,0
350430107223247,35043000070,0
350430107223248,35043000070,8
350430107223249,35043000070,6
350430107223250,35043000070,16
350430107223251,35043000070,16
350430107223252,35043000070,0
350430107223253,35043000070,0
350430107223254,35043000070,6
350430107223255,35043000070,4
350430107223256,35043000070,0
350430107223257,35043000047,0
350430107223258,35043000047,5
350430107223259,35043000047,0
350430107223260,35043000047,0
350430107223261,35043000047,0
350430107223262,35043000047,17
350430107223263,35043000047,10
350430107223264,35043000047,18
350430107223265,35043000070,0
350430107223266,35043000070,0
350430107223267,35043000070,0
350430107223268,35043000070,0
350430107223269,35043000070,0
350430107223270,35043000085,9
350430107223271,35043000070,23
350430107223272,35043000070,3
350430107223273,35043000070,6
350430107223274,35043000070,18
350430107223275,35043000070,18
350430107223276,35043000070,27
350430107223277,35043000070,15
350430107223278,35043000085,2
350430107223279,35043000085,24
350430107223280,35043000085,20
350430107223281,35043000085,14
350430107223282,35043000085,11
350430107223283,35043000085,16
350430107223284,35043000085,10
350430107223285,35043000085,9
350430107223286,35043000085,0
350430107223287,35043000085,0
350430107223288,35043000085,0
350430107223289,35043000085,0
350430107223290,35043000085,0
350430107223291,35043000085,0
350430107223292,35043000085,0
350430107223293,35043000085,7
350430107223294,35043000085,18
350430107223295,35043000085,15
350430107223296,35043000085,17
350430107223297,35043000085,32
350430107223298,35043000085,33
350430107223299,35043000085,26
350430107223300,35043000085,29
350430107223301,35043000085,0
350430107223302,35043000085,17
350430107223303,35043000085,0
350430107223304,35043000085,0
350430107223305,35043000085,0
350430107223306,35043000085,0
350430107223307,35043000085,0
350430107223308,35043000085,0
350430107223309,35043000085,0
350430107223310,35043000085,0
350430107223311,35043000085,0
350430107223312,35043000085,0
350430107223313,35043000085,0
350430107223314,35043000085,0
350430107223315,35043000085,0
350430107223316,35043000085,0
350430107223317,35043000085,0
350430107223318,35043000085,0
350430107223319,35043000085,0
350430107223320,35043000085,0
350430107223321,35043000085,0
350430107223322,35043000085,0
350430107223323,35043000070,0
350430107223324,35043000070,0
350430107223325,35043000070,0
350430107223326,35043000070,0
350430107223327,35043000070,0
350430107223328,35043000070,0
350430107223329,35043000047,7
350430107223330,35043000047,0
350430107223331,35043000047,0
350430107223332,35043000047,0
350430107223333,35043000047,0
350430107223334,35043000085,12
350430107223335,35043000047,0
350430107223336,35043000047,2
350430107241000,35043000082,0
350430107241001,35043000082,211
350430107241002,35043000082,73
350430107241003,35043000082,133
350430107241004,35043000082,47
350430107241005,35043000082,61
350430107241006,35043000082,0
350430107241007,35043000082,47
350430107241008,35043000082,85
350430107241009,35043000082,47
350430107241010,35043000082,49
350430107241011,35043000082,42
350430107241012,35043000082,47
350430107241013,35043000082,79
350430107241014,35043000082,31
350430107241015,35043000082,60
350430107241016,35043000082,102
350430107241017,35043000082,204
350430107241018,35043000082,43
350430107241019,35043000082,0
350430107241020,35043000082,0
350430107241021,35043000082,0
350430107242000,35043000065,0
350430107242001,35043000065,0
350430107242002,35043000065,0
350430107242003,35043000065,0
350430107242004,35043000065,718
350430107242005,35043000065,86
350430107242006,35043000065,91
350430107242007,35043000065,104
350430107242008,35043000065,0
350430107242009,35043000065,0
350430107242010,35043000065,0
350430107242011,35043000065,0
350430107242012,35043000065,0
350430107242013,35043000065,0
350430107242014,35043000065,0
350430107242015,35043000065,0
350430107251000,35043000120,0
350430107251001,35043000120,69
350430107251002,35043000120,67
350430107251003,35043000120,70
350430107251004,35043000120,74
350430107251005,35043000120,47
350430107251006,35043000120,61
350430107251007,35043000121,291
350430107251008,35043000120,59
350430107251009,35043000121,77
350430107251010,35043000121,74
350430107251011,35043000121,55
350430107251012,35043000121,84
350430107251013,35043000121,64
350430107251014,35043000121,0
350430107251015,35043000121,0
350430107251016,35043000121,0
350430107251017,35043000120,0
350430107251018,35043000120,122
350430107251019,35043000120,110
350430107251020,35043000120,95
350430107251021,35043000120,258
350430107251022,35043000121,98
350430107251023,35043000120,49
350430107252000,35043000066,0
350430107252001,35043000066,157
350430107252002,35043000066,49
350430107252003,35043000066,34
350430107252004,35043000066,163
350430107252005,35043000066,33
350430107252006,35043000066,207
350430107252007,35043000066,253
350430107252008,35043000066,92
350430107252009,35043000066,49
350430107252010,35043000066,61
350430107252011,35043000066,44
350430107252012,35043000066,120
350430107253000,35043000135,49
350430107253001,35043000135,240
350430107253002,35043000135,77
350430107253003,35043000135,57
350430107253004,35043000135,184
350430107253005,35043000135,73
350430107253006,35043000135,12
350430107253007,35043000135,0
350430107253008,35043000135,70
350430107253009,35043000135,63
350430107253010,35043000135,40
350430107253011,35043000135,0
350430107253012,35043000135,15
350430107253013,35043000135,24
350430107254000,35043000075,0
350430107254001,35043000075,19
350430107254002,35043000075,0
350430107254003,35043000075,0
350430107254004,35043000075,0
350430107254005,35043000075,78
350430107254006,35043000075,228
350430107254007,35043000075,23
350430107254008,35043000075,81
350430107254009,35043000075,49
350430107254010,35043000075,86
350430107254011,35043000075,108
350430107254012,35043000075,56
350430107254013,35043000075,0
350430107254014,35043000075,0
350430107254015,35043000075,0
350430107254016,35043000075,0
350430107254017,35043000075,0
350430107254018,35043000075,19
350430107254019,35043000075,0
350430107254020,35043000075,0
350430107254021,35043000075,43
350430107254022,35043000075,54
350430107254023,35043000075,31
350430107254024,35043000075,37
350430107254025,35043000075,96
350430107254026,35043000075,81
350430107254027,35043000075,174
350430107254028,35043000075,63
350430107254029,35043000075,66
350430107254030,35043000075,44
350430107254031,35043000075,142
350430107254032,35043000075,20
350430107254033,35043000075,33
350430107254034,35043000075,12
350430107254035,35043000075,35
350430107254036,35043000075,0
350430107254037,35043000075,0
350430107254038,35043000075,0
350430107254039,35043000075,0
350430107254040,35043000075,0
350430107254041,35043000075,0
350430107254042,35043000075,0
350430107254043,35043000075,0
350430107254044,35043000075,0
350430107254045,35043000075,13
350430107254046,35043000075,0
350430107254047,35043000075,0
350430107254048,35043000075,61
350430107254049,35043000075,38
350430107254050,35043000075,33
350430107254051,35043000075,61
350430107254052,35043000075,76
350430107255000,35043000066,0
350430107255001,35043000066,137
350430107255002,35043000122,0
350430107255003,35043000122,41
350430107255004,35043000122,93
350430107255005,35043000122,39
350430107255006,35043000122,55
350430107255007,35043000122,48
350430107255008,35043000066,125
350430107255009,35043000066,60
350430107255010,35043000123,168
350430107255011,35043000123,94
350430107255012,35043000122,113
350430107255013,35043000122,95
350430107255014,35043000122,71
350430107255015,35043000122,81
350430107255016,35043000123,115
350430107255017,35043000123,102
350430107255018,35043000123,49
350430107255019,35043000123,168
350430107255020,35043000122,146
350430107255021,35043000122,61
350430107255022,35043000122,0
350430107255023,35043000122,0
350430107255024,35043000122,0
350430107255025,35043000123,0
350430107255026,35043000123,0
350430107255027,35043000123,71
350430107255028,35043000123,79
350430107255029,35043000123,55
350430107255030,35043000123,0
350430107255031,35043000123,81
350430107255032,35043000123,123
350430107255033,35043000122,83
350430107255034,35043000122,105
350430107255035,35043000123,60
350430107261000,35043000115,103
350430107261001,35043000115,24
350430107261002,35043000115,19
350430107261003,35043000115,48
350430107261004,35043000115,12
350430107261005,35043000115,4
350430107261006,35043000115,13
350430107261007,35043000115,60
350430107261008,35043000115,0
350430107261009,35043000115,15
350430107261010,35043000115,37
350430107261011,35043000115,27
350430107261012,35043000115,23
350430107261013,35043000116,65
350430107261014,35043000116,23
350430107261015,35043000116,31
350430107261016,35043000063,13
350430107261017,35043000116,19
350430107261018,35043000063,272
350430107261019,35043000063,0
350430107261020,35043000063,36
350430107261021,35043000063,26
350430107261022,35043000063,37
350430107261023,35043000063,35
350430107261024,35043000063,31
350430107261025,35043000063,20
350430107261026,35043000063,34
350430107261027,35043000063,9
350430107261028,35043000063,0
350430107261029,35043000063,7
350430107261030,35043000063,0
350430107261031,35043000063,0
350430107261032,35043000063,0
350430107261033,35043000063,0
350430107261034,35043000063,0
350430107261035,35043000063,37
350430107261036,35043000063,0
350430107261037,35043000063,0
350430107261038,35043000063,0
350430107261039,35043000063,0
350430107261040,35043000063,0
350430107261041,35043000063,0
350430107261042,35043000063,0
350430107261043,35043000063,0
350430107261044,35043000063,0
350430107261045,35043000063,0
350430107261046,35043000063,0
350430107261047,35043000080,9
350430107261048,35043000080,9
350430107261049,35043000116,20
350430107261050,35043000116,62
350430107261051,35043000116,39
350430107261052,35043000115,14
350430107261053,35043000115,19
350430107261054,35043000115,31
350430107261055,35043000115,14
350430107261056,35043000115,36
350430107261057,35043000115,27
350430107261058,35043000115,19
350430107261059,35043000115,48
350430107261060,35043000115,38
